"NODC","RACE","NORPAC","NAME","IDLEVEL","MSVPA_PRED","MSVPA_PREY","ECOPATH_PRED","ECOPATH_PREY","GOAPOLL_PRED","GOAPOLL_PREY","BSIERP_PRED","BSIERP_PREY"
6179220303,66614,1,"Argis ovifer (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220304,66575,1,"Argis alaskensis (shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179220305,66612,1,"Argis crassa",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179221100,66606,1,"Rhynocrangon sp.",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179221300,66533,1,"Metacrangon sp. (spinyhead shrimp)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179221303,66534,1,"Metacrangon munita",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179221305,0,1,"Metacrangon spinosissima (southern spinyhead)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6179221306,66535,1,"Metacrangon variabilis (deepsea spinyhead)",0,NA,"MISC. PREY","NP Shrimp","NP Shrimp",NA,"NP Shrimp",NA,"NP Shrimp"
6.18e+09,0,1,"Reptantia (crab)",0,NA,"MISC. PREY","Gen. Crab","Gen. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6180000001,0,1,"Decapoda Reptantia legs (for unident. crabs)",0,NA,"MISC. PREY","Gen. Crab","Gen. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6182030102,0,1,"Stereomastis sculpta (polychelid lobster)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6.183e+09,69000,1,"Anomura (crab)",0,NA,"MISC. PREY","Gen. Crab","Gen. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183004001,0,1,"Pleuroncodes planipes (pelagic red crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183020000,0,1,"Axiidae (Mud shrimps)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183020101,69642,1,"Calastacus investigatoris (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183020103,0,1,"Calastacus quinqueseriatus (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183020400,0,1,"Axiopsis sp. (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183020402,0,1,"Axiopsis spinulicauda (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183040000,0,1,"Callianassidae (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183040200,0,1,"Callianopsis sp. (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183040203,69652,1,"Callianassa goniopthalma (mud shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183040204,69653,1,"Callianassa californiensis (ghost shrimp)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060000,69010,1,"Paguridae (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060001,0,1,"Paguridae legs (hermit crabs)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060200,69035,1,"Pagurus sp. (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060202,69090,1,"Pagurus ochotensis (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060203,69060,1,"Pagurus aleuticus (aleutian hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060207,69085,1,"Pagurus kennerlyi (blue spined hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060216,69070,1,"Pagurus confragosus (knobby hand hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060218,69080,1,"Pagurus cornutus (corny hand hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060219,69086,1,"Pagurus trigonocheirus (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060221,69042,1,"Pagurus brandti (sponge hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060225,69095,1,"Pagurus rathbuni (hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060300,69123,1,"Elassochirus sp.",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060301,22216,1,"Elassochirus tenuimanus (widehand hermit)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060302,69121,1,"Elassochirus cavimanus (purple hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060303,39122,1,"Elassochirus gilli (red hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183060401,69061,1,"Labidochirus splendescens (splendid hermit crab)",0,NA,"MISC. PREY","Hermit Crab","Hermit Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183080000,0,1,"Lithodidae (king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"COMM CRAB"
6183080001,0,1,"Lithodidae (king crab - legs only)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"COMM CRAB"
6183080101,69285,1,"Acantholithodes hispidus (fussy crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183080201,96316,1,"Hapalogaster grebnitzkii",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183080301,69312,1,"Dermaturus mandtii (wrinkled crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183080501,69336,1,"Placetron wosnessenskii (scale crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183080601,0,1,"Phyllolithodes papillosus",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183080700,69321,1,"Paralithodes sp. (king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab"
6183080701,69322,1,"Paralithodes camtschatica (red king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab"
6183080702,69323,1,"Paralithodes platypus (blue king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab"
6183080703,69320,1,"Paralithodes brevipes (brown king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab"
6183080801,69310,1,"Lithodes aequispina (golden king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab"
6183080802,96300,1,"Lithodes couesi (couesi king crab)",0,NA,"MISC. PREY","King Crab","King Crab",NA,"KING CRAB",NA,"King Crab"
6183080901,69335,1,"Paralomis multispina (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183081000,69260,1,"Lopholithodes sp. (box crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183081001,69280,1,"Lopholithodes mandtii (red box crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183081002,69270,1,"Lopholithodes foraminatus (brown box crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183081102,0,1,"Cryptolithodes typicus (umbrella crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183081201,69317,1,"Rhinolithodes wosnessenskii (rhinoceros crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183100000,69550,1,"Galatheidae (pelagic slip crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183100101,69556,1,"Munida quadrispina (pinch bug)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183100200,69552,1,"Munidopsis sp. (squat lobster)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6183120000,0,1,"Porcellanidae (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6.184e+09,0,1,"Decapoda brachyura (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6.187e+09,0,1,"Oxyrhyncha",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187000001,0,1,"Decapoda Reptantia legs (for unident. crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010000,68500,1,"Majidae (spider crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010001,0,1,"Majidae legs (for C. opilio, C. bairdi, etc)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010100,68501,1,"Oregonia sp. (decorator crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010101,68510,1,"Oregonia gracilis (decorator crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010102,68502,1,"Oregonia bifurca (decorator crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010200,69520,1,"Hyas sp. (lyre crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010201,68578,1,"Hyas lyratus (lyre crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010202,68577,1,"Hyas coarctatus (lyre crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010211,0,1,"Hyas coarctatus alutaceus (lyre crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010300,68541,1,"Chionoecetes sp. (snow and Tanner crab)",0,NA,"MISC. PREY","Unid Chion","Unid Chion",NA,"MISC. CRAB",NA,"Unid Chion"
6187010301,68580,1,"Chionoecetes opilio (snow crab)",0,NA,"MISC. PREY","Opilo","Opilo",NA,"Opilo",NA,"Opilio"
6187010302,68560,1,"Chionoecetes bairdi (Tanner crab)",0,NA,"MISC. PREY","Bairdi","Bairdi",NA,"Bairdi",NA,"Bairdi"
6187010303,68570,1,"Chionoecetes angulatus (triangle Tanner crab)",0,NA,"MISC. PREY","Unid Chion","Unid Chion",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010304,68550,1,"Chionoecetes tanneri (grooved Tanner crab)",0,NA,"MISC. PREY","Unid Chion","Unid Chion",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010305,68590,1,"Chionoecetes Hybrid (Tanner hybrid)",0,NA,"MISC. PREY","Unid Chion","Unid Chion",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010502,0,1,"Pugettia richii (kelp crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010503,69531,1,"Pugettia gracilis (kelp crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6187010801,68520,1,"Chorilia longipes (decorator crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6.188e+09,0,1,"Cancridea (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188020000,0,1,"Atelecyclidae (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188020001,0,1,"Atelecyclaidae legs (for Korean horsehair and hair crabs)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188020101,0,1,"Telmessus cheiragonus (hair crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188020201,69400,1,"Erimacrus isenbeckii (Korean horse-hair crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188030000,0,1,"Cancridae (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188030100,68010,1,"Cancer sp. (crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188030103,68011,1,"Cancer branneri (furrowed rock crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188030104,68020,1,"Cancer magister (dungeness crab)",0,NA,"MISC. PREY","Dungeness","Dungeness",NA,"MISC. CRAB",NA,"MISC. CRAB"
6188030105,68060,1,"Cancer gracilis (graceful Cancer crab)",0,NA,"MISC. PREY","Misc. Crab","Misc. Crab",NA,"MISC. CRAB",NA,"MISC. CRAB"
6118290100,0,1,"Acartia sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Acartia"
6118290103,0,1,"Acartia longiremis (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP Acartia"
6118300100,0,1,"Tortanus sp (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118300101,0,1,"Tortanus discaudatus (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6118999991,0,1,"Large calanoid (copepod) > 5mm",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP large"
6118999992,0,1,"Medium calanoid (copepod) 2-5mm",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP med"
6118999993,0,1,"Small calanoid (copepod) < 2mm",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP small"
6.119e+09,0,1,"Harpacticoida (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6120010300,0,1,"Oncaea sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6120010401,0,1,"Pseudolubbockia dilatata (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6120040100,0,1,"Corycaeus sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6120090100,0,1,"Oithona sp.",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6.122e+09,0,1,"Monstrilloida (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6.123e+09,0,1,"Caligoida (copepod)",0,NA,"MISC. PREY","Copepod","Copepod",NA,"Copepod",NA,"COP other"
6.13e+09,65000,1,"Cirripedia (barnacle)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.132e+09,0,1,"Lepadomorpha (pedunculate barnacles)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6132050300,65101,1,"Lepas sp. (pelagic barnacle)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.134e+09,0,1,"Balanomorpha (barnacle)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.137e+09,0,1,"Apygophora (barnacle)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6.143e+09,0,1,"Malacostraca",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6.145e+09,0,1,"Malacostraca Leptostraca",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6.151e+09,0,1,"Mysidacea (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6.152e+09,0,1,"Lophogastrida (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152010000,0,1,"Lophogastridae (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152010100,0,1,"Gnathophausia sp.",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152010101,0,1,"Gnathophausia gigas (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152010105,0,1,"Gnathophausia ingens (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152020000,0,1,"Eucopiidae",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152020100,0,1,"Eucopia sp.",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152020101,0,1,"Eucopia unguiculata (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6152020103,0,1,"Eucopia grimaldii",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6.153e+09,64000,1,"Mysida (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010000,0,1,"Mysidae (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010100,0,1,"Acanthomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010101,0,1,"Acanthomysis columbiae",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010103,0,1,"Acanthomysis dybowskii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010104,0,1,"Acanthomysis marcropsis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010105,0,1,"Acanthomysis nephrophthalma (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010106,0,1,"Acanthomysis pseudomacropsis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010108,0,1,"Acanthomysis stelleri (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010111,0,1,"Exacanthomysis alaskensis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010112,0,1,"Exacanthomysis arctopacifica (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010200,0,1,"Amblyops sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010301,0,1,"Archaeomysis grebnitzkii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010400,0,1,"Boreomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153010901,0,1,"Holmesiella anomala (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011200,0,1,"Meterythrops sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011201,0,1,"Meterythrops robusta (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011203,0,1,"Meterythrops micropthalmus (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011500,0,1,"Neomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011501,64101,1,"Neomysis awatschensis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011502,0,1,"Neomysis czerniawskii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011504,0,1,"Neomysis kadiakensis (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011505,0,1,"Neomysis mercedis",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011506,0,1,"Neomysis mirabilis",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011507,0,1,"Neomysis rayii (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011900,0,1,"Pseudomma sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011901,0,1,"Psuedomma berkeleyi (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153011902,0,1,"Pseudomma truncatum (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153012000,0,1,"Stilomysis sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153012604,0,1,"Archaeomysis maculata (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6153020300,0,1,"Petalophthalmus sp. (mysid)",0,NA,"MISC. PREY","Mysid","Mysid",NA,"Mysid",NA,"Mysid"
6.154e+09,63000,1,"Cumacea (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154010000,0,1,"Lampropidae (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154010100,0,1,"Lamprops sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154040000,0,1,"Leuconidae (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154040100,0,1,"Leucon sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154040200,0,1,"Eudorella sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154040301,0,1,"Eudorellopsis integra (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154050000,0,1,"Diastylidae (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154050100,63100,1,"Diastylis sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154050103,0,1,"Diastylis bidentata (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154050200,0,1,"Diastylopsis sp. (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
6154050501,0,1,"Colurostylis occidentalis (cumacean)",0,NA,"MISC. PREY","Misc. Crustacean","Misc. Crustacean",NA,"MISC. ZOOP",NA,"MISC. ZOOP"
8857041901,10120,101,"Hippoglossus stenolepis (Pacific halibut)",0,"PACIFIC HALIBUT","MISC. PREY","P. Halibut","P. Halibut","PACIFIC HALIBUT","PACIFIC HALIBUT","PACIFIC HALIBUT","PACIFIC HALIBUT"
8858020116,10400,1,"Symphurus atricauda (California tonguefish)",0,NA,"MISC. PREY","Misc. Flatfish","Misc. Flatfish",NA,"FLATS",NA,"FLATS"
9.1e+09,0,1,"Aves (bird part)",0,NA,"MISC. PREY","Birds","Birds",NA,"MISC. PREY",NA,"MISC. PREY"
9.112e+09,0,1,"Anseriformes",0,NA,"MISC. PREY","Birds","Birds",NA,"MISC. PREY",NA,"MISC. PREY"
9129011101,0,1,"Aethia cristatella (crested auklet)",0,NA,"MISC. PREY","Birds","Birds",NA,"MISC. PREY",NA,"MISC. PREY"
9129011401,0,1,"Lunda cirrhata (tufted puffin)",0,NA,"MISC. PREY","Birds","Birds",NA,"MISC. PREY",NA,"MISC. PREY"
9.2e+09,0,1,"Mammalia",0,NA,"MISC. PREY","Glopp","Glopp",NA,"MISC. PREY",NA,"MISC. PREY"
9227020000,0,1,"Bovidae (cow parts)",0,NA,"MISC. PREY","Glopp","Glopp",NA,"MISC. PREY",NA,"MISC. PREY"
9999990000,0,1,"Unidentified organic material",0,NA,"MISC. PREY","Glopp","Glopp",NA,"MISC. PREY",NA,"MISC. PREY"
9999990001,0,1,"Marine snow",0,NA,"MISC. PREY","Glopp","Glopp",NA,"MISC. PREY",NA,"MISC. PREY"
9999990099,0,1,"Unidentified Jello",0,NA,"MISC. PREY","Glopp","Glopp",NA,"MISC. PREY",NA,"MISC. PREY"
